Liste des organismes bénéficiaires du Fonds européen de développement régional et du Fonds social européen en Midi-Pyrénées,,,,,,,,,
"Nota bene : ces données concernent les projets pour lesquels le concours des Fonds européens a été approuvé en comité de programmation
Données actualisées au 18/10/2009",,,,,,,,,
A CIEL OUVERT,A chacun son ciel,"61,000 €","25,000 €",FEDER ,MIDI-PYRENEES,GERS,FEDER Compétitivité Régionale et Emploi,55,Promotion des actifs naturels
ACT AERO COMPOSITE TOULOUSAIN,PROJET RIHT - EPICEA 2008,"150,000 €","30,000 €",FEDER ,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE / RESTE DE LA COMMUNE,FEDER Compétitivité Régionale et Emploi,9,"Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
ACTION FORMATION81,08 OBJECTIF EMPLOI,"8,500 €","8,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ACTION PLENITUDE,08 ACCOMPAGNEMENT INDIVIDUEL RENFORCE 2008,"21,000 €","18,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / CARMAUX,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ACTION PLENITUDE,08 CAE Confiance en soi 2008,"4,478 €","4,478 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / CARMAUX,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ACTION PLENITUDE,ACCOMPAGNEMENT INDIVIDUEL RENFORCE 2007,"3,000 €","1,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / CARMAUX,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ACTIV-RENOV,Aide aux postes d'insertion en entreprise d'insertion,"77,448 €","29,043 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN-ET-GARONNE / MONTAUBAN,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ACTIV-RENOV,Aide aux postes d'insertion en entreprise d'insertion,"77,448 €","29,043 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN-ET-GARONNE / MONTAUBAN / MONTAUBAN / MONTAUBAN,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
A.D.A.S.E.A.,CONGES DE FORMATION POUR RECLASSEMENT 2007,"13,574 €","6,108 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
ADASEA de l'Aveyron,Animation territoriale et conseil technique pour la gestion des zones humides aveyronnaises,"46,626 €","13,988 €",FEDER ,MIDI-PYRENEES,AVEYRON,FEDER Compétitivité Régionale et Emploi,51,Promotion de la biodiversité et protection de la nature (y compris Natura 2000)
ADASEA de l'Aveyron,Valorisation pastorale et pédagogique de la tourbière communale des Founs à Arvieu (Aveyron),"18,726 €","5,618 €",FEDER ,MIDI-PYRENEES,AVEYRON / RODEZ / CASSAGNES-BEGONHES / ARVIEU,FEDER Compétitivité Régionale et Emploi,51,Promotion de la biodiversité et protection de la nature (y compris Natura 2000)
ADASEA du Gers,Animation territoriale pour la gestion des zones humides 2007 - 2012 - cellule d'assistance techniqu,"143,550 €","21,533 €",FEDER ,MIDI-PYRENEES,GERS,FEDER Compétitivité Régionale et Emploi,51,Promotion de la biodiversité et protection de la nature (y compris Natura 2000)
ADASEA du Lot,ACTIONS DU PLAN DE FORMATION 2007,"3,691 €","1,661 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
ADASEA du Lot,ACTIONS DU PLAN DE FORMATION 2008,"10,988 €","4,945 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
ADE,PROJET COLLECTIF PASSEPORT FORMATION 2007,"9,100 €","4,095 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
ADEBAG (Association des Entreprises du Bassin Adour Garonne),Programme d'information et d'animation d'un réseau d'entreprises sur la ressource en eau,"155,088 €","46,526 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,54,Autres mesures pour protéger l'environnement et prévenir les risques
Adecco Parcours et Emploi,Accompagnement à la recherche active d'emploi : prospection sur le secteur marchand et proposition d'offre d'emploi en CDI ou CDD de plus de 6 mois adpatées aux profils des bénéficiaires,"193,620 €","107,337 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
Adecco Parcours et Emploi,Accompagnement à la recherche active d'emploi : prospection sur le secteur marchand et proposition d'offres d'emploi en contrats intérimaires adaptées aux profils des bénéficiaires,"22,284 €","12,354 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ADEFPAT,Formation-développement,"536,030 €","241,060 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
ADEFPAT,Formation-Développement,"700,000 €","315,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
ADELIA,08 ACCOMPAGNEMENT RENFORCE DU PUBLIC PLIE 2008,"18,000 €","18,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / ALBI / ALBI / 101,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ADELIA,08 ANIMATION ET GESTION DE LA STRUCTURE PORTEUSE DU PLIE 2008,"70,000 €","50,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / ALBI / ALBI / 101,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ADELIA,ACCOMPAGNEMENT RENFORCE DU PUBLIC PLIE 2007,"5,000 €","5,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / ALBI / ALBI / 101,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ADELIA,ANIMATION ET GESTION DE LA STRUCTURE PORTEUSE DU PLIE 2007,"37,500 €","24,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / ALBI / ALBI / 101,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
ADEPFO,Formation développement sur le massif pyrénéen en Midi-Pyrénées,"60,000 €","27,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
ADEPFO,Ingénierie des projets de développement sur le massif des Pyrénées,"625,000 €","250,000 €",FEDER ,Multiregion,Multilocalisation,FEDER Compétitivité Régionale et Emploi,3,Transfert de technologie et amélioration des réseaux de coopération...
ADERA (Association Développement de l'Enseignement et la Recherche en Aquitaine),Interface des Sciences et des Politiques Publiques pour favoriser la R&D de l'Eau et du Développement Durable,"470,527 €","169,345 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,5,Services de soutien avancé aux sociétés et groupes de sociétés
 ADES SOLIDARITE MONTAGNE,Action expérimentale pour la conservation et la valorisation des milieux secs dans les Monts de Lacaune - Phase préparatoire,"64,833 €","32,416 €",FEDER ,MIDI-PYRENEES,TARN,FEDER Compétitivité Régionale et Emploi,51,Promotion de la biodiversité et protection de la nature (y compris Natura 2000)
ADIAD,Rapprochement d'un public en insertion avec le monde économique,"5,750 €","5,750 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN-ET-GARONNE,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
AD'MISSIONS SAS,PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI AD'MISSIONS,"1,087 €",489 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,AVEYRON / MILLAU / SAINT-AFFRIQUE / ROQUEFORT-SUR-SOULZON,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AD'MISSIONS SAS,PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI AD'MISSIONS,"1,087 €",489 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,AVEYRON / VILLEFRANCHE-DE-ROUERGUE / VILLEFRANCHE-DE-ROUERGUE / VILLEFRANCHE-DE-ROUERGUE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
ADOUR Industries,Contrat d'Appui PME,"1,360,000 €","250,000 €",FEDER ,MIDI-PYRENEES,HAUTES-PYRENEES / BAGNERES-DE-BIGORRE / BAGNERES-DE-BIGORRE / BAGNERES-DE-BIGORRE / RESTE DE LA COMMUNE,FEDER Compétitivité Régionale et Emploi,8,Autres investissements en entreprises
ADRAR RANGUEIL,ADAPTATION DES COMPETENCES,"85,792 €","38,606 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
ADVANTIS CONCEPT,Plan de formation 2008,"29,277 €","10,247 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,LOT / FIGEAC / FIGEAC / FIGEAC,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC AUDIT,PROJET COLLECTIF PASSEPORT FORMATION 2007,252 €,113 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC AUDIT,PROJET COLLECTIF PASSEPORT FORMATION 2007,300 €,135 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC AUDIT,PROJET COLLECTIF PASSEPORT FORMATION 2007,400 €,180 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC AUDIT,PROJET COLLECTIF PASSEPORT FORMATION 2007,719 €,324 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC AUDIT,PROJET COLLECTIF PASSEPORT FORMATION 2007,"1,200 €",540 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC CONSEILS,PROJET COLLECTIF PASSEPORT FORMATION 2007,235 €,106 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC CONSEILS,PROJET COLLECTIF PASSEPORT FORMATION 2007,252 €,113 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC CONSEILS,PROJET COLLECTIF PASSEPORT FORMATION 2007,335 €,151 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC CONSEILS,PROJET COLLECTIF PASSEPORT FORMATION 2007,470 €,212 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC CONSEILS,PROJET COLLECTIF PASSEPORT FORMATION 2007,503 €,226 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEC EXPERTS,PROJET COLLECTIF PASSEPORT FORMATION 2007,288 €,129 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AEFTI GRAND SUD,Préparation aux entretiens d'embauche,"8,250 €","4,574 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
Aérofonctions SAS,Contrat d'Appui PME,"1,017,302 €","130,055 €",FEDER ,MIDI-PYRENEES,LOT / FIGEAC / LIVERNON / CAMBES,FEDER Compétitivité Régionale et Emploi,8,Autres investissements en entreprises
AFCCC GERS,PROJET COLLECTIF PASSEPORT FORMATION 2007,300 €,135 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,GERS / AUCH / AUCH,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AFELEC,PLAN DE FORMATION 2007,"56,059 €","25,227 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / CASTRES / LAVAUR / SAINT-SULPICE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AFELEC,PLAN DE FORMATION 2009,"53,883 €","24,247 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / CASTRES / LAVAUR / SAINT-SULPICE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AFG,PLAN DE FORMATION 2007,"42,305 €","19,037 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,AVEYRON / RODEZ / RODEZ-OUEST / LUC,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AFPA ALBI,Accompagnement et suivi des bénéficiaires du RMI/RSA vers l'emploi et la qualification,"129,622 €","48,311 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
AFPA ALBI,Accompagnement et suivi des bénéficiaires du RMI vers l'emploi et la qualification,"136,444 €","48,311 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
AFPA Centre Régional d'Orientation Professionnelle,Accompagnement en Midi-Pyrénées du plan national d'action concertée pour l'emploi des seniors,"41,014 €","17,912 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,67,Mesures encourageant le vieillissement actif et la prolongation de la vie active
AFPA Centre Régional d'Orientation Professionnelle,Bilan d'élaboration d'une démarche d'insertion,"17,850 €","8,925 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
AFPA Centre Régional d'Orientation Professionnelle,Dispositif Territorial d'Accompagnement à la GPEC pour les PMI/PME,"69,602 €","31,321 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
AFPA Centre Régional d'Orientation Professionnelle,POINT RELAIS CONSEIL VAE,"47,668 €","21,451 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
AFPA Centre Régional d'Orientation Professionnelle,POINT RELAIS CONSEIL VAE,"61,364 €","27,614 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
AFPA Centre Régional d'Orientation Professionnelle,Sécuriser les parcours vers l'emploi pour les bénéficiaires du revenu minimum d'insertion,"210,770 €","105,385 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,65,Modernisation et renforcement des institutions du marché du travail
AFPA Centre Régional d'Orientation Professionnelle,Sécuriser les parcours ves l'emploi pour les bénéficiaires du Revenu Minimum d'Insertion,"244,617 €","122,309 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,65,Modernisation et renforcement des institutions du marché du travail
AFPA Direction Régionale Midi-Pyrénées,APPUI AUX MUTATIONS ECONOMIQUES,"233,507 €","105,078 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,Multilocalisation,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
AFPA Direction Régionale Midi-Pyrénées,Bâtir avec les femmes,"291,778 €","145,889 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,69,Mesures pour améliorer l'accès à l'emploi et renforcer la participation durable et la progression des femmes...
AFPA Direction Régionale Midi-Pyrénées,Formation  Froid climatisation et économie d'énergie ,"324,000 €","97,000 €",FEDER ,MIDI-PYRENEES,TARN-ET-GARONNE / MONTAUBAN,FEDER Compétitivité Régionale et Emploi,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
AFPA Direction Régionale Midi-Pyrénées,Formation Monteur Dépanneur en Climatisation,"214,000 €","64,000 €",FEDER ,MIDI-PYRENEES,AVEYRON / RODEZ,FEDER Compétitivité Régionale et Emploi,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
AFPA Direction Régionale Midi-Pyrénées,Formation  Pôle Aéronautique ,"110,000 €","32,000 €",FEDER ,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE,FEDER Compétitivité Régionale et Emploi,65,Modernisation et renforcement des institutions du marché du travail
AFPA Direction Régionale Midi-Pyrénées,Formations pour des femmes dans les métiers en tension du bâtiment,"231,121 €","115,560 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,69,Mesures pour améliorer l'accès à l'emploi et renforcer la participation durable et la progression des femmes...
AFPA Direction Régionale Midi-Pyrénées,Ingénierie de parcours d'accompagnement à l'emploi et traçabilité,"155,261 €","75,321 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,72,"Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
AFPA Direction Régionale Midi-Pyrénées,Mieux connaître son territoire pour une réponse formation efficiente sur l'ensemble de la région,"171,507 €","83,082 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,72,"Élaboration, introduction et mise en oeuvre de réformes dans les systèmes d'éducation et de formation..."
AFPA Direction Régionale Midi-Pyrénées,Opération DiverCités dans ZUS DE Toulouse,"70,598 €","35,299 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE / QUARTIER DE BELLEFONTAINE,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
AFPA Direction Régionale Midi-Pyrénées,Plateforme Gros Oeuvre,"264,000 €","79,000 €",FEDER ,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE,FEDER Compétitivité Régionale et Emploi,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
AGC CONSULTANTS,PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI AGC CONSULTANTS,"2,600 €","1,170 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,ARIEGE / FOIX / VICDESSOS / AUZAT,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AGC CONSULTANTS,PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI AGC CONSULTANTS,"2,600 €","1,170 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,AVEYRON / MILLAU / MILLAU / MILLAU,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AGEFOS PME MIDI-PYRENEES,DOSSIER COLLECTIF ENTRETIEN PROFESSIONNEL 2008,"10,000 €","4,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE-9E / RAMONVILLE-SAINT-AGNE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AGEFOS PME MIDI-PYRENEES,PROJET COLLECTIF FORMATION ENTRETIEN PROFESSIONNEL,"12,000 €","5,400 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE-9E / RAMONVILLE-SAINT-AGNE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AGEFOS PME MIDI-PYRENEES,PROJET COLLECTIF PASSEPORT FORMATION 2008,"167,500 €","75,375 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,Multilocalisation,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AGEFOS PME MIDI-PYRENEES,PROJET COLLECTIF PASSEPORT FORMATION 2009,"300,000 €","135,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
AGENCE 3 I,Entretiens de préparation aux sélection de formation,"7,600 €","3,800 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
AGENCE NATIONALE POUR L'EMPLOI MIDI-PYRENEES OUEST,Accompagnement dans l'emploi durable,"140,000 €","60,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,GERS,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
AGENCE NATIONALE POUR L'EMPLOI MIDI-PYRENEES OUEST,Accompagnement dans l'emploi durable,"144,000 €","72,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,GERS,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
